id,text,author
id14435,Fortunately we had storage batteries still capable of long use both for interior lighting and for the searchlight.,HPL
id25307,The immediate problem was how to reach the ancient railway; and I now saw that the safest course was ahead to Babson Street then west to Lafayette there edging around but not crossing an open space homologous to the one I had traversed and subsequently back northward and westward in a zigzagging line through Lafayette Bates Adams and Bank Streets the latter skirting the river gorge to the abandoned and dilapidated station I had seen from my window.,HPL
id22772,"""It is not my present design"" he said ""to dwell upon the first and second of those extracts.",EAP
id27028,Ironic humour dragged down all the twilight minarets he reared and the earthy fear of improbability blasted all the delicate and amazing flowers in his faery gardens.,HPL
id16046,Anxious to leave Washington Street I broke into a quiet dog trot trusting to luck not to encounter any observing eye.,HPL
id26912,I can comprehend you thus far that certain operations of what we term Nature or the natural laws will under certain conditions give rise to that which has all the appearance of creation.,EAP
id02615,Retrograding they found no difficulty from a given effect under given conditions in determining the value of the original impulse.,EAP
id21779,Once however I witnessed a scene of singular interest at one of the theatres where nature overpowered art as an overflowing cataract will tear away the puny manufacture of a mock cascade which had before been fed by a small portion of its waters.,MWS
id08927,The change of scene operated to a great degree as I expected; after a year's absence Perdita returned in gentler and more docile mood to Windsor.,MWS
id00309,I could not see her thus lost without exerting myself to remedy the evil remediless I knew if I could not in the end bring her to reconcile herself to Raymond.,MWS
id16923,The youth said that he was very restless seldom sitting around the station for more than an hour or two at a time.,HPL
id13061,But I was bewildered perplexed and unable to arrange my ideas sufficiently to understand the full extent of his proposition.,MWS
id26622,A greater number of rays actually fall upon the eye in the latter case but in the former there is the more refined capacity for comprehension.,EAP
id11614,We had been sitting in the dark and Dupin now arose for the purpose of lighting a lamp but sat down again without doing so upon G.'s saying that he had called to consult us or rather to ask the opinion of my friend about some official business which had occasioned a great deal of trouble.,EAP
id01100,Finally I summoned up courage and propped the small object up on the table against a book then turned the rays of the peculiar violet light upon it.,HPL
id19974,"""You shall conquer then mon ami"" said she ""for the sake of the Eugenie whom you love this little weakness which you have at last confessed this weakness more moral than physical and which let me assure you is so unbecoming the nobility of your real nature so inconsistent with the candor of your usual character and which if permitted further control will assuredly involve you sooner or later in some very disagreeable scrape.",EAP
id16712,I found another and a valuable link to enchain me to my fellow creatures; my point of sight was extended and the inclinations and capacities of all human beings became deeply interesting to me.,MWS
id24098,In displaying anxiety for the breath of which he was at present so willing to get rid might I not lay myself open to the exactions of his avarice?,EAP
id15735,But on you only had I any claim for pity and redress and from you I determined to seek that justice which I vainly attempted to gain from any other being that wore the human form.,MWS
id11601,"I feared madness not sickness I have a presentiment that Adrian will not die; perhaps this illness is a crisis and he may recover.""",MWS
id13455,If I felt any emotion at all it was a kind of chuckling satisfaction at the cleverness I was about to display in extricating myself from this dilemma; and I never for a moment looked upon my ultimate safety as a question susceptible of doubt.,EAP
id24974,The drawer is now opened and the legs of the person within drop down behind it in the space it formerly occupied.,EAP
id21642,After a while I heard the voice of an old Swede who had shipped with us at the moment of our leaving port.,EAP
id22769,This done we wait until the palace is half way up and then we pay some tasty architect to run us up an ornamental mud hovel right against it; or a Down East or Dutch Pagoda or a pig sty or an ingenious little bit of fancy work either Esquimau Kickapoo or Hottentot.,EAP
id17241,"I would have prevented this; my death would be a small evil or rather I should not die; while you cannot hope to escape.""",MWS
id18380,Locked in his embrace she spoke thus and cast back her head seeking an assent to her words in his eyes they were sparkling with ineffable delight.,MWS
id18676,Soon to our ears came the distant thunder of falling waters and to our eyes appeared on the far horizon ahead the titanic spray of a monstrous cataract wherein the oceans of the world drop down to abysmal nothingness.,HPL
id06144,On every point of general literature he displays unbounded knowledge and a quick and piercing apprehension.,MWS
id00369,I knew that it was now midnight and I was well aware that since the setting of the sun Berenice had been interred.,EAP
id04554,He shrieked once once only.,EAP
id07534,Yog Sothoth is the key to the gate whereby the spheres meet.,HPL
id12584,My thoughts were gems to enrich the treasure house of man's intellectual possessions; each sentiment was a precious gift I bestowed on them.,MWS
id05855,They say too that the whole expression of my countenance had changed.,EAP
id12967,"By the by"" she continued ""have you any recollection "" and here I fancied that a blush even through the gloom of the apartment became distinctly visible upon her cheek ""have you any recollection mon cher ami of this little ocular assistant which now depends from my neck?""",EAP
id07061,We have passed over some twenty or thirty vessels of various kinds and all seem to be delightfully astonished.,EAP
id13479,I awoke half stupefied; I felt a heavy oppression on me but knew not wherefore; I entered as it were the council chamber of my brain and questioned the various ministers of thought therein assembled; too soon I remembered all; too soon my limbs quivered beneath the tormenting power; soon too soon I knew myself a slave Suddenly unannounced Lord Raymond entered my apartment.,MWS
id04103,The margin of the river and of the many dazzling rivulets that glided through devious ways into its channel as well as the spaces that extended from the margins away down into the depths of the streams until they reached the bed of pebbles at the bottom these spots not less than the whole surface of the valley from the river to the mountains that girdled it in were carpeted all by a soft green grass thick short perfectly even and vanilla perfumed but so besprinkled throughout with the yellow buttercup the white daisy the purple violet and the ruby red asphodel that its exceeding beauty spoke to our hearts in loud tones of the love and of the glory of God.,EAP
id11624,Alpha Lyrae although so very much larger than our sun by the by resembles him closely as regards its spots its atmosphere and in many other particulars.,EAP
id00434,I took it; it was a portrait of a most lovely woman.,MWS
id07719,The funeral in short was hastened on account of the rapid advance of what was supposed to be decomposition.,EAP
id09259,"""And the man sat upon the rock and leaned his head upon his hand and looked out upon the desolation.",EAP
id02467,But I was then convinced that young Wilcox had known of the older matters mentioned by the professor.,HPL
id13984,They glistened bloated and green in the moonbeams and seemed to gaze up at the fount of light.,HPL
id05324,"After dinner however when you have sufficiently recovered from the fatigue of your ride I will be happy to take you over the house and introduce to you a system which in my opinion and in that of every one who has witnessed its operation is incomparably the most effectual as yet devised.""",EAP
id10946,He beholds in me one whom he has injured even unto death; and I derive no hope from his kindness; no change can possibly be brought about even by his best intentions.,MWS
id16388,I explained to them in a few words what I designed and as they opposed no objection saying that the patient was already in the death agony I proceeded without hesitation exchanging however the lateral passes for downward ones and directing my gaze entirely into the right eye of the sufferer.,EAP
id22119,Good bye until I see you again.,EAP
id01924,"""Am I for ever"" he cried ""to be the sport of fortune Must man the heaven climber be for ever the victim of the crawling reptiles of his species Were I as you Lionel looking forward to many years of life to a succession of love enlightened days to refined enjoyments and fresh springing hopes I might yield and breaking my General's staff seek repose in the glades of Windsor.",MWS
id00301,"Thar's his head on thet bench with one arm side of it an' t'other arm's on the graound side o' the meat block.""",HPL
id26448,Was I aware was I fully aware of the discrepancy between us?,EAP
id19499,West had still another source of worry for he had been called in the afternoon to a case which ended very threateningly.,HPL
id14919,The guest is bidden to be of good cheer that the fates will take care of him.,EAP
id25376,Uninquiring souls let this occurrence pass as one of the major clashes in a spasmodic war on liquor.,HPL
id00864,But I paused when I reflected on the story that I had to tell.,MWS
id15895,The landlady a slatternly almost bearded Spanish woman named Herrero did not annoy me with gossip or with criticisms of the late burning electric light in my third floor front hall room; and my fellow lodgers were as quiet and uncommunicative as one might desire being mostly Spaniards a little above the coarsest and crudest grade.,HPL
id27562,Beyond that wall in the grey dawn he came to a land of quaint gardens and cherry trees and when the sun rose he beheld such beauty of red and white flowers green foliage and lawns white paths diamond brooks blue lakelets carven bridges and red roofed pagodas that he for a moment forgot Celephaïs in sheer delight.,HPL
id17252,I was too much exhausted to reflect upon this circumstance but ate and drank with avidity.,EAP
id27554,The apartments were so irregularly disposed that the vision embraced but little more than one at a time.,EAP
id02509,My father his face lined with sorrow stood by as I shouted my demands to be laid within the tomb; frequently admonishing my captors to treat me as gently as they could.,HPL
id20883,All the genius that ennobled the blood of her father illustrated hers; a generous tide flowed in her veins; artifice envy or meanness were at the antipodes of her nature; her countenance when enlightened by amiable feeling might have belonged to a queen of nations; her eyes were bright; her look fearless.,MWS
id25158,For bringing the upper earth men's death I must do a penance but that would not be heavy.,HPL
id25269,Sheehan's is the acknowledged centre to Chicago's subterranean traffic in liquor and narcotics and as such has a certain dignity which extends even to the unkempt attachés of the place; but there was until lately one who lay outside the pale of that dignity one who shared the squalor and filth but not the importance of Sheehan's.,HPL
id03450,All the objects organic and inorganic alike were totally beyond description or even comprehension.,HPL
id19452,When he did so his cry was less restrained than Morgan's had been.,HPL
id22586,I knew that I could not accost him then and there for the firemen would surely notice and object.,HPL
id23909,She grew capricious; her gentle conduct towards him was exchanged for asperity and repulsive coldness.,MWS
id27497,She shed indeed many tears; her head sunk unconsciously on the shoulder of Raymond; he held her hand: he kissed her sunken tear stained cheek.,MWS
id17712,I did not expect it either for I thought I was thoroughly forewarned regarding what the jewellery would turn out to be.,HPL
id09403,"""How long I remained in this state it is impossible to say.",EAP
id18581,It has a certain general relation to the various styles of building.,EAP
id15034,If a false move be made by his antagonist he raps briskly on the box with the fingers of his right hand shakes his head roughly and replacing the piece falsely moved in its former situation assumes the next move himself.,EAP
id08171,They retreated and joining others of their companions still fell back till they reached the main body.,MWS
id03841,"Now you yourself my dearest Eugenie can have numbered no more than can have numbered no more than no more than than than than "" Here I paused for an instant in the expectation that Madame Lalande would interrupt me by supplying her true age.",EAP
id15822,The school room was the largest in the house I could not help thinking in the world.,EAP
id21489,But though the dreaded Martenses were gone the fear of the haunted house continued; and grew very acute when new and strange stories arose among the mountain decadents.,HPL
id02908,Ill usage and length of years have driven me from the one and estranged me from the other.,EAP
id26768,The silent grasp of a few rough arms and all would have been over.,EAP
id02678,Legrasse for some time lent the image to Professor Webb but at the latter's death it was returned to him and remains in his possession where I viewed it not long ago.,HPL
id23891,No observing person can have failed to notice the peculiarly deserted air of the town from about eight until ten on the morning of every Sabbath.,EAP
id00251,"My attention was next arrested by these paragraphs in the ""Toad"" a print highly distinguished for its uprightness and independence for its entire freedom from sycophancy and subservience to the givers of dinners: ""The 'Lollipop' for October is out in advance of all its contemporaries and infinitely surpasses them of course in the splendor of its embellishments as well as in the richness of its literary contents.",EAP
id13141,He had seen it and praised it; it was again retouched by her each stroke of her pencil was as a chord of thrilling music and bore to her the idea of a temple raised to celebrate the deepest and most unutterable emotions of her soul.,MWS
id23336,The phantasmagoric effect was vastly heightened by the artificial introduction of a strong continual current of wind behind the draperies giving a hideous and uneasy animation to the whole.,EAP
id24882,"Reproach is indeed an idle word: for what should I reproach you? ""Allow me in some degree to explain my feeling; without that we shall both grope in the dark mistaking one another; erring from the path which may conduct one of us at least to a more eligible mode of life than that led by either during the last few weeks.",MWS
id05494,I found what I had half expected that where the shunned house now stood the Roulets had laid out their graveyard behind a one story and attic cottage and that no record of any transfer of graves existed.,HPL
id00119,"""Indeed you astonish me"" ""We found it sir"" he said with a sigh ""absolutely necessary to return to the old usages.",EAP
id12237,Such a violet was sweet Perdita trembling to entrust herself to the very air cowering from observation yet betrayed by her excellences; and repaying with a thousand graces the labour of those who sought her in her lonely bye path.,MWS
id14924,Stern as a Jewish prophet and laconically unamazed as none since his day could be he told of the beast that had brought forth what was more than beast but less than man the thing with the blemished eye and of the screaming drunken wretch that they hanged for having such an eye.,HPL
id23587,At times her screams became insupportable and for long periods she would utter shrieking horrors which necessitated her son's temporary residence with his cousin Peleg Harris in Presbyterian Lane near the new college building.,HPL
id07121,But of them old Castro dared not speak much.,HPL
id26985,The corpse already greatly decayed and clotted with gore stood erect before the eyes of the spectators.,EAP
id16148,From this date a marked alteration took place in the outward demeanor of the dissolute young Baron Frederick Von Metzengerstein.,EAP
id09989,Evidently he found the society of a well born man a rare novelty in this dingy environment and was moved to unaccustomed speech as memories of better days surged over him.,HPL
id23345,On the contrary she seemed strangely proud of the dark goatish looking infant who formed such a contrast to her own sickly and pink eyed albinism and was heard to mutter many curious prophecies about its unusual powers and tremendous future.,HPL
id26278,The gables are turned to the front and there are cornices as big as all the rest of the house over the eaves and over the main doors.,EAP
id04883,I bent my steps immediately to the mountains and about ten entered a gorge which was entirely new to me.,EAP
id15658,In the first few degrees of this its progress its surface is very sensibly flattened farther on depressed into a plane and finally becoming not a little concave it terminates at the Pole itself in a circular centre sharply defined whose apparent diameter subtended at the balloon an angle of about sixty five seconds and whose dusky hue varying in intensity was at all times darker than any other spot upon the visible hemisphere and occasionally deepened into the most absolute and impenetrable blackness.,EAP
id05642,"""Do you cabal also against me"" said he laughing; ""and will you make common cause with Raymond in dragging a poor visionary from the clouds to surround him with the fire works and blasts of earthly grandeur instead of heavenly rays and airs?",MWS
id16176,The cat followed me down the steep stairs and nearly throwing me headlong exasperated me to madness.,EAP
id20272,But of the character of his remarks at the periods in question an example will best convey the idea.,EAP
id12878,I took a seat far behind him but on the same side of the bus since I wished to watch the shore during the journey.,HPL
id12698,From somewhere within the works a dog barked in answer; either to the coyote or to something else.,HPL
id26842,Even as it was my hair stood on end while I gazed afar down within the yawning abysses letting imagination descend as it were and stalk about in the strange vaulted halls and ruddy gulfs and red ghastly chasms of the hideous and unfathomable fire.,EAP
id15952,My memory flew back oh with what intensity of regret to Ligeia the beloved the august the beautiful the entombed.,EAP
id17571,"""Up thar in the rud beyont the glen Mis' Corey they's suthin' ben thar It smells like thunder an' all the bushes an' little trees is pushed back from the rud like they'd a haouse ben moved along of it.",HPL
id07648,And in this calculation I was not deceived.,EAP
id21567,An old man sat in it near a fire over which he was preparing his breakfast.,MWS
id21942,"""As I fixed my eyes on the child I saw something glittering on his breast.",MWS
id07723,I had become unfit for any intercourse even with Woodville the most gentle and sympathizing creature that existed.,MWS
id19240,So taking the solitary acetylene lamp into the adjacent laboratory we left our silent guest on the slab in the dark and bent every energy to the mixing of a new solution; the weighing and measuring supervised by West with an almost fanatical care.,HPL
id23218,Would an architect be permitted to see the artist?,MWS
id00921,In pronouncing these words he drew a sharp knife across the guide rope by which I was suspended and as we then happened to be precisely over my own house which during my peregrinations had been handsomely rebuilt it so occurred that I tumbled headlong down the ample chimney and alit upon the dining room hearth.,EAP
id25810,Turn up your nose at things in general and when you let slip any thing a little too absurd you need not be at the trouble of scratching it out but just add a footnote and say that you are indebted for the above profound observation to the 'Kritik der reinem Vernunft' or to the 'Metaphysithe Anfongsgrunde der Noturwissenchaft.',EAP
id10278,Well during two nights not consecutive while I lay awake I clearly saw Mrs. W. about eleven o'clock upon each night steal cautiously from the state room of Mr. W. and enter the extra room where she remained until daybreak when she was called by her husband and went back.,EAP
id05890,She went even so far as to accuse me laughingly of rashness of imprudence.,EAP
id17731,I dare say you would like to take a peep at the divinity of the temple.,EAP
id07190,"""Your generosity is boundless.",EAP
id19992,I would of course soon have to shift from Washington to some other southward street; for that party from the hotel would doubtless be after me.,HPL
id19610,For a short time he remained silent apparently striving to master his emotion.,EAP
id24631,"""It is easily understood"" says Mr. Ellison ""that what might improve a closely scrutinized detail might at the same time injure a general and more distantly observed effect.""",EAP
id18700,While the rest of the company in confused murmur which grew louder and louder gave voice to their many fears.,MWS
id04515,"""The father of Safie had been the cause of their ruin.",MWS
id26091,I raised his rigid limbs I marked the distortion of his face and the stony eyes lost to perception.,MWS
id16969,She married; and carrying her restless energy of character with her into new scenes she turned her thoughts to ambition and aimed at the title and power of Princess of Wallachia; while her patriotic feelings were soothed by the idea of the good she might do her country when her husband should be chief of this principality.,MWS
id13255,Searchers after horror haunt strange far places.,HPL
id02151,The officials devised excuses not to enter the noisome boarded place; and were glad to confine their survey of the deceased's living quarters the newly mended sheds to a single visit.,HPL
id15263,"She leaned from the window looking on the forest and the turrets of the Castle and as these became hid by intervening objects she passionately exclaimed ""Scenes of happiness scenes sacred to devoted love when shall I see you again and when I see ye shall I be still the beloved and joyous Perdita or shall I heart broken and lost wander among your groves the ghost of what I am"" ""Why silly one"" cried Raymond ""what is your little head pondering upon that of a sudden you have become so sublimely dismal?",MWS
id15092,He tried to make us act plays and to enter into masquerades in which the characters were drawn from the heroes of Roncesvalles of the Round Table of King Arthur and the chivalrous train who shed their blood to redeem the holy sepulchre from the hands of the infidels.,MWS
id18915,The folding doors remain shut and the drawer is returned empty.,EAP
id24471,No one knew no one could imagine; no one not even the burgomaster Mynheer Superbus Von Underduk had the slightest clew by which to unravel the mystery; so as nothing more reasonable could be done every one to a man replaced his pipe carefully in the corner of his mouth and cocking up his right eye towards the phenomenon puffed paused waddled about and grunted significantly then waddled back grunted paused and finally puffed again.,EAP
id09291,The way was rough and obscure and never did they seem nearer to Oonai the city of lutes and dancing; but in the dusk as the stars came out Iranon would sing of Aira and its beauties and Romnod would listen so that they were both happy after a fashion.,HPL
id22650,His wit his bon mots the record of his personal attractions fascinating manners and social talents were long remembered and repeated from mouth to mouth.,MWS
id00632,I began to get uneasy and worked away with all my might for I verily believe the idiots supposed that I had entered into a compact with the devil and that in short what I was now doing was nothing better than it should be.,EAP
id23273,"""Captain Pratt on the contrary when he had sailed a thousand miles west of this position was an hour and when he had sailed twenty four thousand miles west was twenty four hours or one day behind the time at London.",EAP
id17162,Joe Slater who came to the institution in the vigilant custody of four state policemen and who was described as a highly dangerous character certainly presented no evidence of his perilous disposition when first I beheld him.,HPL
id23774,Shall the daughter of the noble though prodigal Zaimi appear a beggar before her compeers or inferiors superiors she had none.,MWS
id14104,Disliking the dinginess of the single restaurant I had seen I bought a fair supply of cheese crackers and ginger wafers to serve as a lunch later on.,HPL
id07708,They studied they rode together; they were never seperate and seldom admitted a third to their society.,MWS
id14563,A very thin sprinkling of repellent looking youngish people now became visible on the sidewalks lone individuals and silent knots of two or three.,HPL
id20134,God man Don't you realise that places like that weren't merely made but actually grew?,HPL
id22383,He feared that the intensity of his passion might become the subject of their ridicule; and he could not bear that they should blaspheme it by considering that trivial and transitory which he felt was the life of his life.,MWS
id22146,Born on Candlemas nine months after May Eve of  when the talk about the queer earth noises reached clear to Arkham What walked on the mountains that May Night?,HPL
id01110,Opening into the garret where they caught him was a closet ten feet by eight fitted up with some chemical apparatus of which the object has not yet been ascertained.,EAP
id25771,I hope that no one else will accomplish this piecing out; certainly if I live I shall never knowingly supply a link in so hideous a chain.,HPL
id14887,I must do him the justice to say however that when he made up his mind finally to settle in that town it was under the impression that no newspaper and consequently no editor existed in that particular section of the country.,EAP
id18708,To be sure it has a circulation of  and its subscription list has increased one third during the last fortnight but on the other hand the sums it disburses monthly for contributions are fearfully great.,EAP
id17332,But would any number of men have dreamed of resorting to such an expedient?,EAP
id00700,The spirit of his vows he made no scruple of setting at naught but the letter was a bond inviolable.,EAP
id07756,Small Romnod was now not so small and spoke deeply instead of shrilly though Iranon was always the same and decked his golden hair with vines and fragrant resins found in the woods.,HPL
id23995,I will content myself with saying in addition that my temperament is sanguine rash ardent enthusiastic and that all my life I have been a devoted admirer of the women.,EAP
id26302,Adrian was obliged to exert his utmost prudence first to allay the discord and then to provide for the multitude of the invaders.,MWS
id00564,My implements were all safe and fortunately I had lost neither ballast nor provisions.,EAP
id20573,All was now confusion and despair but an effort was made to lighten the ship by throwing overboard as much of her cargo as could be reached and by cutting away the two masts that remained.,EAP
id15421,But it is by no means my present object to pen an essay on Happiness.,EAP
id03183,Then more wood and brick grating a pause and the opening of the door at which I'll confess I started violently.,HPL
id05020,In a night such as is this to me a man lives lives a whole century of ordinary life nor would I forego this rapturous delight for that of a whole century of ordinary existence.,EAP
id10443,First Whether he will or will not consent to become a great man?,MWS
id15252,The fact then of irregularity when regularity might have been so easily attained goes to prove that regularity is unimportant to the action of the Automaton in other words that the Automaton is not a pure machine. .,EAP
id07055,Just as I placed the parchment in your hand and as you were in the act of inspecting it Wolf the Newfoundland entered and leaped upon your shoulders.,EAP
id19609,"And then I thought again of his words ""I WILL BE WITH YOU ON YOUR WEDDING NIGHT.""",MWS
id04412,"""How kind and generous you are every one else believes in her guilt and that made me wretched for I knew that it was impossible: and to see every one else prejudiced in so deadly a manner rendered me hopeless and despairing.""",MWS
id15537,One night as I sat half stupified in a den of more than infamy my attention was suddenly drawn to some black object reposing upon the head of one of the immense hogsheads of Gin or of Rum which constituted the chief furniture of the apartment.,EAP
id02492,About two o'clock the mist cleared away and we beheld stretched out in every direction vast and irregular plains of ice which seemed to have no end.,MWS
id17309,I climbed gentle hills from whose summits I could see entrancing panoramas of loveliness with steepled towns nestling in verdant valleys and with the golden domes of gigantic cities glittering on the infinitely distant horizon.,HPL
id06379,At length having spoken one day in tears of the last sad change which must befall Humanity she thenceforward dwelt only upon this one sorrowful theme interweaving it into all our converse as in the songs of the bard of Schiraz the same images are found occurring again and again in every impressive variation of phrase.,EAP
id22664,In his teeth the villain held the bell rope which he kept jerking about with his head raising such a clatter that my ears ring again even to think of it.,EAP
id24630,"What are your plans my Lord Protector for the benefit of our country?""",MWS
id01046,He had a weak point this Fortunato although in other regards he was a man to be respected and even feared.,EAP
id25372,The long imprisoned secret burst forth from my soul.,EAP
id13411,Having gone as far as possible in this direction a sudden turn was made to the left and the vehicle was driven at right angles to its former course and still closely along the edge of the table.,EAP
id07996,Its fair lakes reflect a blue and gentle sky and when troubled by the winds their tumult is but as the play of a lively infant when compared to the roarings of the giant ocean.,MWS
id11751,Sailing for London I reëmbarked at once for the Norwegian capital; and one autumn day landed at the trim wharves in the shadow of the Egeberg.,HPL
id05963,If the monster executed his threat death was inevitable; yet again I considered whether my marriage would hasten my fate.,MWS
id13804,Apart however from the inevitable conclusion a priori that such causes must produce such effects that the well known occurrence of such cases of suspended animation must naturally give rise now and then to premature interments apart from this consideration we have the direct testimony of medical and ordinary experience to prove that a vast number of such interments have actually taken place.,EAP
id01029,"""Yet I fear that the same feelings now exist that made you so miserable a year ago even perhaps augmented by time.",MWS
id18193,One seeks to recall the original beauty of the country by adapting its means to the surrounding scenery; cultivating trees in harmony with the hills or plain of the neighboring land; detecting and bringing into practice those nice relations of size proportion and color which hid from the common observer are revealed everywhere to the experienced student of nature.,EAP
id01222,Each people looked on the coming struggle as that which would be to a great degree decisive; as in case of victory the next step would be the siege of Constantinople by the Greeks.,MWS
id05707,The main fury of the blast had already blown over and we apprehended little danger from the violence of the wind; but we looked forward to its total cessation with dismay; well believing that in our shattered condition we should inevitably perish in the tremendous swell which would ensue.,EAP
id04321,The livid aspect of his countenance was intensified his voice became more hollow and indistinct his muscular motions were less perfectly coördinated and his mind and will displayed less resilience and initiative.,HPL
id04973,It was the Belgian averred a most extraordinary object; an object quite beyond the power of a layman to classify.,HPL
id11296,They entered and their leader addressed me.,MWS
id13320,She was frightened by his gaiety for she dreaded a greater revulsion at the end.,MWS
id25466,Sleeping thus under the beneficent eye of heaven can evil visit thee O Earth or grief cradle to their graves thy luckless children?,MWS
id20718,I was beyond measure disturbed by this intelligence.,MWS
id01198,A letter came unawares Perdita read it.,MWS
id24330,"""We are now"" he continued in that particularizing manner which distinguished him ""we are now close upon the Norwegian coast in the sixty eighth degree of latitude in the great province of Nordland and in the dreary district of Lofoden.",EAP
id27654,The younger part gathered round me to ask my advice; and those who had friends in London were anxious beyond the rest to ascertain the present extent of disease in the metropolis.,MWS
id13315,Then the lean Nith remarked that no one had seen the old man or his wife since the night the cats were away.,HPL
id10787,That fishing paid less and less as the price of the commodity fell and large scale corporations offered competition but there was never a dearth of fish around Innsmouth Harbour.,HPL
id05315,For her children's sake alone she consented to remain shorn of regality a member of the English republic.,MWS
id04336,It surely was bad enough there was riots over it and all sorts of ghastly doings that I don't believe ever got outside of town and it left the place in awful shape.,HPL
id27483,Flight was universal and in the clamour and panic several fell in a swoon and were dragged away by their madly fleeing companions.,HPL
id10055,A rough gash was made and a wire hastily brought in contact when the patient with a hurried but quite unconvulsive movement arose from the table stepped into the middle of the floor gazed about him uneasily for a few seconds and then spoke.,EAP
id21042,"""And now I do not fear death.",MWS
id20484,It was about six feet in length by two and a half in breadth; I observed it attentively and like to be precise.,EAP
id24700,I told them of my dream but they were not interested till I spoke of the weird sounds I thought I had heard.,HPL
id17442,Schlumberger was suddenly taken ill and during his illness there was no exhibition of the Chess Player.,EAP
id26447,The man was great I say it even now knowing as much as I do.,HPL
id27797,Experience demonstrated that in a year or two pestilence would cease; it were well that in the mean time we should not have destroyed our fine breeds of horses or have utterly changed the face of the ornamented portion of the country.,MWS
id23911,I was aroused to a sense of exquisite pain.,EAP
id26739,A bowl of vegetable soup with crackers was enough for me and I soon headed back for my cheerless room at the Gilman; getting an evening paper and a flyspecked magazine from the evil visaged clerk at the rickety stand beside his desk.,HPL
id12100,You may deem me romantic my dear sister but I bitterly feel the want of a friend.,MWS
id03559,This functionary however well disposed to my friend could not altogether conceal his chagrin at the turn which affairs had taken and was fain to indulge in a sarcasm or two about the propriety of every person minding his own business.,EAP
id01051,There is no fruition in their vacant kindness and sharp rocks lurk beneath the smiling ripples of these shallow waters.,MWS
id20705,Mem he'll answer too.,EAP
id18093,The skin was thickly covered with coarse black fur and from the abdomen a score of long greenish grey tentacles with red sucking mouths protruded limply.,HPL
id23374,I resolved therefore to go from village to village seeking out the rustic archon of the place and by systematizing their exertions and enlightening their views encrease both their power and their use among their fellow cottagers.,MWS
id04459,The pigeons appeared distressed in the extreme and struggled to escape; while the cat mewed piteously and with her tongue hanging out of her mouth staggered to and fro in the car as if under the influence of poison.,EAP
id07655,Her presence her readings alone rendered vividly luminous the many mysteries of the transcendentalism in which we were immersed.,EAP
id23566,He dropped them all years ago and no one feels sure whether he left the country or merely sank from sight in some hidden byway.,HPL
id20053,I am blind and cannot judge of your countenance but there is something in your words which persuades me that you are sincere.,MWS
id02644,With the first glimpse we obtain of it the dawn of our success shall begin.,EAP
id20112,The clouds become thin; an arch is formed for ever rising upwards till the universal cope being unveiled the sun pours forth its rays re animated and fed by the breeze.,MWS
id14094,This thicket although dense was in the close vicinity of a public road.,EAP
id00100,He was in all his gradations of morbidity between the frankly non human and the degradedly human establishing a sardonic linkage and evolution.,HPL
id23543,I struggled for breath.,EAP
id14970,The texture of the majority was a kind of unpleasant rubberiness.,HPL
id18711,You are a man to be missed.,EAP
id06658,"""Come I see that you have already cast aside the sad thoughts you before franticly indulged.",MWS
id03297,It had looked very queer to her but of course the young gentleman had lots of queer things in his room books and curios and pictures and markings on paper.,HPL
id23554,Oh the brave power of the bitter north wind which freezes the tears it has caused to shed But I will not bear this; go: the sun will rise and set as before you came and I shall sit among the pines or wander on the heath weeping and complaining without wishing for you to listen.,MWS
id15143,The gas to be formed from these latter materials is a gas never yet generated by any other person than myself or at least never applied to any similar purpose.,EAP
id15360,I have been miserably mistaken in imagining that I could conquer my love for you; I never can.,MWS
id04463,Examined at headquarters after a trip of intense strain and weariness the prisoners all proved to be men of a very low mixed blooded and mentally aberrant type.,HPL
id24412,You may see him his hair stuck with wild flowers his eyes full of untraceable meaning his voice broken his person wasted to a shadow.,MWS
id16435,It was not for the rose of Persia thou wert famous nor the banana of the east; not for the spicy gales of India nor the sugar groves of America; not for thy vines nor thy double harvests nor for thy vernal airs nor solstitial sun but for thy children their unwearied industry and lofty aspiration.,MWS
id25115,"""This model which through want of time we have necessarily described in an imperfect manner was put in action at the Adelaide Gallery where it accomplished a velocity of five miles per hour; although strange to say it excited very little interest in comparison with the previous complex machine of Mr. Henson so resolute is the world to despise anything which carries with it an air of simplicity.",EAP
id24199,It appeared that I was a provincial quæstor named L. Cælius Rufus and that I had been summoned by the proconsul P. Scribonius Libo who had come from Tarraco some days before.,HPL
id18154,The first indication of revival was afforded by a partial descent of the iris.,EAP
id19073,They put it into a bed and rubbed it and Daniel went to the town for an apothecary but life was quite gone.,MWS
id11937,Early in August the half expected outcome developed and in the small hours of the d Dr. Armitage was awakened suddenly by the wild fierce cries of the savage watchdog on the college campus.,HPL
id09426,He was the nineteenth Baron of a line whose beginnings went uncomfortably far back into the past unbelievably far if vague tradition could be heeded for there were family tales of a descent from pre Saxon times when a certain Cnaeus Gabinius Capito military tribune in the Third Augustan Legion then stationed at Lindum in Roman Britain had been summarily expelled from his command for participation in certain rites unconnected with any known religion.,HPL
id05389,"Elizabeth read my anguish in my countenance and kindly taking my hand said ""My dearest friend you must calm yourself.",MWS
id25155,In the most rugged of wildernesses in the most savage of the scenes of pure nature there is apparent the art of a creator; yet this art is apparent to reflection only; in no respect has it the obvious force of a feeling.,EAP
